VideoID,Title,Description,Comment,Polarity Score,Sentiment
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Logan’s response was absolutely abhorrent. What degenerate being. You have one of the absolute greats a living legend in front of you, you will never come anywhere near to his greatness even if you lived for a 1000 years and you disrespect him like that?? I just hope bad things happen to these people.","{'neg': 0.177, 'neu': 0.737, 'pos': 0.086, 'compound': -0.7686}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",These interviews revealed who really won😂😂Social media &amp; streaming services,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Gervonte Davis is gonna have to fight Jake Paul as a exhibition fight in order to make this happen!,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.6696}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Jake the Fake will now set up a &quot;fight&quot; with Chuck Norris.,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4767}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",20 million crazy had do it for free!,"{'neg': 0.2, 'neu': 0.5, 'pos': 0.3, 'compound': 0.2942}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Logan clapping in the background like a toddler,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Mike looks so sad here, i feel bad for him😢","{'neg': 0.517, 'neu': 0.483, 'pos': 0.0, 'compound': -0.8172}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Only thing that makes me happy it’s the fact that jake respects unc mike💪🏽,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.7184}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Did you guys see Gronkowski’s comment last night during the Tyson fight when Gronk was next to Shaq the giant pedo? Gronk joked about he was going to put NBA vs NFL fights and DO IT ALL FOR MONEY hahahha Shaq him and the reporters knew instantly and paused because Gronk just gave out their secret that the Tyson and Paul fight was just a show put on for money! 😂😂😂😂😂they all felt the guilt of Jesus Christ come down on them in that moment. The girl reporter on the right quickly listened to her earpiece where her manager said change the subject don’t expose what Gronk just said 😂😂😂😂😂😂😂 they are all going to The Pit. Jesus Christ is watching you ❤❤❤❤,"{'neg': 0.091, 'neu': 0.891, 'pos': 0.018, 'compound': -0.8221}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","I really find it hard to believe Jake Paul beat him when he’s had what 10 fights isn’t that an amateur?! and all the comments say he’s never fought top tier fighters?? I just read about something and wanted to know is this crazy or normal?! -&gt; MVP is a boxing promotion company that Jake co owns and they partnered with Netflix and the fight is on Netflix and not PPV?! Why does it say “Paul” will not be broadcasting the fight on PPV in an article? Is he the boss, the Dana white of MMA, Don King? Bob Arum??? If that alone isn’t sketchy how closely connected and how much control he has over this, I don’t know what would be, and this interview is on his YouTube channel lol i saw all the comments saying rigged and it didn’t look like Mike tried or that he made himself seem a certain way, tons spammed “I can’t believe I wasted my time when I knew how it would go etc” , even here he said “ when I knock him out, it’s gonna be bitter sweet. Right now we’re supposed to be going at war” then when the guy said “ when you do?” He says yeah it’s already written. I know fighters say that all the time from confidence but the whole way they’ve went about it is odd.. the way they’ve acted has been sus <br><br><br>Im happy for Mike though. I take it he’s had some financial hardships ( a bankruptcy etc ) and is supposed to be very generous person and also not wise with his money. I could see him taking a deal to walk away with a huge sum because he said before he doesn’t let his ego control his decisions or something along those lines. He probably took “ this hit” no pun, to make sure his kids are set and retire for good, since he already was and he knew he didn’t have many more years to go out with such a bang/ so many viewers etc And with Jake it gives him worldwide recognition etc but I don’t care about an age difference if I seen both in a street fight my money would go on Mike ANYDAY lol I don’t believe he wouldn’t win a fair fight against an amateur, YouTuber who hasn’t even beaten champions or anyone huge smh yeah I had NO CLUE how closely connected Jake was to this fight","{'neg': 0.102, 'neu': 0.764, 'pos': 0.134, 'compound': 0.9689}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Berlanga is another Canelo&#39;s beggar, Jake Paul vs Berlanga the winner gets Canelo","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5859}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",He should of bite him,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Pacquia next!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",What a letdown! Of the 2 big happenings in November at least Trump won the elections. Two at a row would have been just too much to ask for.,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.6114}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Terrible fight. Barrios v. Ramos was spectacular. NETFLIX sucks at live streaming.,"{'neg': 0.477, 'neu': 0.523, 'pos': 0.0, 'compound': -0.802}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Jake Paul at the of 58👎😭🇺🇿,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",TOYSON at the age of 58👍👍👍👍👍🇺🇿👏👏👏👏👏💪💪💪💪💪,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",you guys should be ashamed of yourselfes! you hyped mike up to be completely healthy when in reality his lower half doesent work at all and hes nearly a cripple! bs ! all respect for mike went out the window!  cuss would disown you,"{'neg': 0.105, 'neu': 0.752, 'pos': 0.144, 'compound': 0.4517}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",That was the weakest fight ever! You can tell they both did not do that big one. Mike was coasting.😂😂😂😂😂,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.7345}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",That was the weakest fight ever! You can tell they both did not do that big one. Mike was coasting.😂😂😂😂😂,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.7345}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Jake Paul, you’re a Stand-Up Guy!  Loved what you said after the Fight.  You’re an Honest, Decent Man.  First Rate!  Congratulations.","{'neg': 0.086, 'neu': 0.528, 'pos': 0.386, 'compound': 0.8774}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Jake Paul vs. Big Bird coming soon.  Get your wallets ready…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","He said in an interview in the 90s he would get paid more to lose, 12mil est. then but didn&#39;t want to lose. had another interview saying legacy is nothing recently.","{'neg': 0.168, 'neu': 0.791, 'pos': 0.041, 'compound': -0.6712}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Logan paul bothers me i do like jake paul tho,"{'neg': 0.159, 'neu': 0.619, 'pos': 0.221, 'compound': 0.1779}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",It just feels so freackin weird watching this whole thing <br>Something is so off.,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.2449}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Logan needs to be wiped off the internet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",We love you Mike you will always be a shining star in Americas eyes like Joe Louis and Muhammad ali,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.7717}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Come On Man, If You Didn&#39;t Think This Fight Was Nothing But A Huge Money Grab Then You&#39;re Delusional. Tyson&#39;s Take Home Pay Is $20 Million. Jake Paul&#39;s Take Home Pay Is $40 Million. This Was Mike&#39;s Last Big Paycheck. This Was Jake Paul&#39;s Biggest Paycheck. If You Really Thought Tyson Was Going To Win, You&#39;re An Idiot And You Know Nothing About Getting Old. Doesn&#39;t Matter How Good Of Shape You&#39;re In, When You&#39;re Almost 60 Years Old, You Ain&#39;t 20. I&#39;m Happy Tyson Didn&#39;t Get Hurt And Got One Last Hooray Of A Paycheck. (You May Think Mike Tyson Is Dumb, But He&#39;s 20 Million Dollars Richer Today.)","{'neg': 0.149, 'neu': 0.677, 'pos': 0.173, 'compound': 0.7474}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Mike Tyson is the greatest fighter ever!,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.7263}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Greatest personality in the history of boxing Mike ❤❤❤,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Scripted match , we want more Mike vs others","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Era of truth... Paid!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Many pacman next,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Mike love you man ❤❤,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Tyson played it smart, it&#39;s all about the money.","{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.6249}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Sir malli vaditione adi gelavali,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Let&#39;s wait for the money on the pockets Mike, your masters are already script something for you regarding Jake is from the ashkenazi team.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Hasn&#39;t anyone noticed that this fight is a rendition of the movie - Rocky balboa? A younger guy fought an elder guy, showed respect and compassion to regain some positive publicity for himself. The elder guy, trained hard and looked impressive and lasted 8 rounds. Eventually the elder guy lost marginally. Both parties walked away with tangibles / intangible benefits.","{'neg': 0.125, 'neu': 0.625, 'pos': 0.25, 'compound': 0.8756}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Logan at <a href=""https://www.youtube.com/watch?v=SI31vyCLgjE&amp;t=191"">3:11</a> forgot the game was scripted","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",I think Tyson should not have been allowed to fight after he tore an ear off. He is infamous for violence,"{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.7717}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Biting the glove is signal to Jake. The fight was 100% staged .,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.3818}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Poor shitty match,"{'neg': 0.87, 'neu': 0.13, 'pos': 0.0, 'compound': -0.7717}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Thank god for the other fights. The Tyson fight was the worst of the night, and I have ever seen. The opener was better than this. I love boxing, but Jake paul is a joke.","{'neg': 0.152, 'neu': 0.588, 'pos': 0.261, 'compound': 0.5346}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","That&#39;s all it is now, Payday no passion for the sport.","{'neg': 0.155, 'neu': 0.634, 'pos': 0.211, 'compound': 0.2023}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",I just changed my whole view on Jake after this 5 interview you forget that a lot of it’s just hype and showmanship and entertainment that seemed like the real Jake Paul here a good human being 💪🏼🥊 and big up to Mike 🥊,"{'neg': 0.042, 'neu': 0.776, 'pos': 0.182, 'compound': 0.743}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Logan saying that is fucked,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.6597}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Money is The Root of All Evil Mr Tyson SMFH,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.6597}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",On all of the social media. The only way Jake Paul wins his fights is through contract manipulation. No wonder his training was so wimpy looking. He doesn&#39;t have to train. And thanks to his big mouth we now know all of boxing is fixed. If you&#39;re still watching boxing today I hope you include your wrestling WWE and aew women of wrestling. Is there just as real as the boxing,"{'neg': 0.117, 'neu': 0.767, 'pos': 0.116, 'compound': 0.2284}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Is someone going to address the elephant in the room?! No?! Ok..here we go. Mike is stoned/mentally compromised before, during and after the game....He is UN-WELL!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Mike is still the man,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Well , people paying 80,000 $  for a pick up trk , what&#39;s that tell ya?  MONEYS  worthless  put that in your pipe and pufff. 😮","{'neg': 0.121, 'neu': 0.792, 'pos': 0.088, 'compound': -0.2023}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Tyson is legend. การยกย่องบุคคลอื่นๆ เป็นสิ่งที่มีเกียรติ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Jake Paul is already training for his next fight with Andrea Bocelli.,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.3818}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",I´m apein into old skul PEPE and WURMP ICO. I am confident these two will be top performers in meme category.,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.6124}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",How to maximize profits with meme coins. Get some Wurmp at presale.,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Hype over Wurmp Inu in unbelieveable. This memecoin will destroy everything.,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}",Negative
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Hyped for Wurmp Inu! If this isn’t the meme coin of 2024, I don’t know what is!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","It is after election time, and trump based memecoin WURMP will explode on launch.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Everyone’s talking about Wurmp—it&#39;s everywhere! This could be the next big meme coin.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Wurmp will lead this meme supercycle!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",I´m apein into old skul PEPE and WURMP ICO. I am confident these two will be top performers in meme category.,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.6124}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","It is after election time, and trump based memecoin WURMP will explode on launch.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...","Yes guys I´ve heard about Alemio Network, it will be absolutely massive. All major exchanges will list ALM","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",Positive
SI31vyCLgjE,Jake Paul &amp; Mike Tyson Full Post-Fight Interview | #PaulTyson,"Jake Paul and Mike Tyson react to their fight and Paul's win by unanimous decision. (Video courtesy of @Netflix, ...",Alemio Network is attracting serious attention from big investors. Are you ready to be part of the next big thing in DeFi?,"{'neg': 0.05, 'neu': 0.734, 'pos': 0.216, 'compound': 0.6486}",Positive
uWwL32LZv-c,Jake Paul vs Mike Tyson Was Awful,Our new soap is here https://usecheeky.com/#starter-pack-offer Get Goof Juice https://gamersupps.gg/?ref=moist This is the ...,I bet you it will be Arnold or Sylvester Stallone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
uWwL32LZv-c,Jake Paul vs Mike Tyson Was Awful,Our new soap is here https://usecheeky.com/#starter-pack-offer Get Goof Juice https://gamersupps.gg/?ref=moist This is the ...,Jake Paul represents many sick people&#39;s fantasy of beating up elderly people and getting away with it,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.743}",Negative
uWwL32LZv-c,Jake Paul vs Mike Tyson Was Awful,Our new soap is here https://usecheeky.com/#starter-pack-offer Get Goof Juice https://gamersupps.gg/?ref=moist This is the ...,The chick fight undercard was one of the best ones… and the gal that lost had a funny tweet after. some tough ladies up in there.,"{'neg': 0.191, 'neu': 0.597, 'pos': 0.212, 'compound': 0.4019}",Positive
uWwL32LZv-c,Jake Paul vs Mike Tyson Was Awful,Our new soap is here https://usecheeky.com/#starter-pack-offer Get Goof Juice https://gamersupps.gg/?ref=moist This is the ...,"It was totally rigged. <br><br>If you compare Mike&#39;s training videos to the actual fight you can clearly fucking see he was pulling his punches to a crazy degree. Mike had several major openings that he NEVER took but you can see that he was dying to. <br><br>But hey, he got paid. Good on him.","{'neg': 0.091, 'neu': 0.812, 'pos': 0.096, 'compound': 0.319}",Positive
uWwL32LZv-c,Jake Paul vs Mike Tyson Was Awful,Our new soap is here https://usecheeky.com/#starter-pack-offer Get Goof Juice https://gamersupps.gg/?ref=moist This is the ...,Jake Paul will search for the seven dragon balls to revive Muhammed Ali for a boxing match,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}",Positive
uWwL32LZv-c,Jake Paul vs Mike Tyson Was Awful,Our new soap is here https://usecheeky.com/#starter-pack-offer Get Goof Juice https://gamersupps.gg/?ref=moist This is the ...,"yeah fr mike&#39;s slap was way harder than the whole fight, jake&#39;s yelling at the microphone also","{'neg': 0.127, 'neu': 0.686, 'pos': 0.186, 'compound': 0.0516}",Positive
